



홈페이지
 www.donga.ac.kr 
 www.dyu.ac.kr 
 http://bsc.dyu.ac.kr/ 
 www.deu.ac.kr 
 www.ltu.ac.kr 
 https://www.mju.ac.kr/ 
 https://www.mju.ac.kr/ 
 www.mokwon.ac.kr 
 www.pcu.ac.kr 
 www.cup.ac.kr 
 www.bufs.ac.kr 
 http://www.syu.ac.kr 
 www.smu.ac.kr 
 www.smuc.ac.kr 
 www.sangji.ac.kr 
 www.sogang.ac.kr 
 www.skuniv.ac.kr 
 www.stu.ac.kr 
 www.swu.ac.kr 
 www.sjs.ac.kr 
 www.seowon.ac.kr 
 www.sunmoon.ac.kr 
 www.sungkyul.ac.kr 
 www.skhu.ac.kr 
 http://www.skku.edu 
 http://www.skku.edu 
 www.sungshin.ac.kr 
 www.sungshin.ac.kr 
 http://www.semyung.ac.kr 
 www.sejong.ac.kr 
 www.suwoncatholic.ac.kr 
 suwon.ac.kr 
 www.sookmyung.ac.kr 
 www.sch.ac.kr 
 https://home.sch.ac.kr/sch/03/010800.jsp 
 ssu.ac.kr 
 www.silla.ac.kr 
 www.acts.ac.kr 
 www.ajou.ac.kr 
 www.anyang.ac.kr/main.do 
 www.anyang.ac.kr/main.do 
 www.yonsei.ac.kr 
 www.yonsei.ac.kr/wj 
  
 www.yu.ac.kr 
 www.yu.ac.kr 
 www.ytus.ac.kr 
 www.u1.ac.kr 
 www.u1.ac.kr 
 www.youngsan.ac.kr 
 www.yongin.ac.kr 
 www.woosuk.ac.kr 
 https://jc.woosuk.ac.kr/ 
 www.ulsan.ac.kr 
 www.wonkwang.ac.kr 
 www.uu.ac.kr 
 www.eulji.ac.kr 
 www.eulji.ac.kr 
 www.eulji.ac.kr 
 www.ewha.ac.kr 
 https://www.ewhamed.ac.kr/ 
 www.inje.ac.kr 
 www.inje.ac.kr 
 www.iccu.ac.kr 
 www.iccu.ac.kr 
 www.inha.ac.kr 
 www.puts.ac.kr 
 www.jj.ac.kr 
 https://www.chosun.ac.kr 
 www.joongbu.ac.kr 
 https://www.joongbu.ac.kr/ 
 www.cau.ac.kr 
 www.cau.ac.kr 
 https://admission.sangha.ac.kr 
 https://www.bu.ac.kr 
 www.cju.ac.kr 
 www.cju.ac.kr 
 www.chongshin.ac.kr 
 www.chugye.ac.kr 
 www.kbtus.ac.kr 
 www.calvin.ac.kr 
 www.ptu.ac.kr 
 www.cha.ac.kr 
 www.postech.ac.kr 
 www.koreatech.ac.kr 
 www.bible.ac.kr 
 www.hufs.ac.kr 
 www.hufs.ac.kr/ 
 www.kau.ac.kr 
 www.hannam.ac.kr 
 www.hannam.ac.kr 
 www.handong.edu 
 www.halla.ac.kr 
 www.hallym.ac.kr 
 www.hanseo.ac.kr 
 www.hanseo.ac.kr 
 www.hansung.ac.kr 
 www.hansei.ac.kr 
 www.hs.ac.kr 
 www.hanyang.ac.kr 
 http://www.hanyang.ac.kr/ 
 www.shyu.ac.kr 
 www.hanil.ac.kr 
 www.uhs.ac.kr 
 www.honam.ac.kr 
 www.htus.ac.kr 
 www.hoseo.ac.kr 
 www.hoseo.ac.rk 
 www.hoseo.ac.kr 
 www.hongik.ac.kr/ 
 http://sejong.hongik.ac.kr/index.do 
 www.kkot.ac.kr 
 www.nambu.ac.kr 
 www.yewon.ac.kr 
 www.yewon.ac.kr 
 http://www.mcu.ac.kr 
 www.bpu.ac.kr 
 www.ggu.ac.kr 
 www.jesus.ac.kr 
 www.iuk.ac.kr 
 http://www.shinhan.ac.kr 
 http://www.gwangju.ac.kr 
 https://www.hsmu.ac.kr/sgu_main/index.do 
 www.tu.ac.kr 
 www.ysu.ac.kr 
 www.ysu.ac.kr 
 www.daejeon.ac.kr 
 www.jwu.ac.kr 
 www.wsu.ac.kr 
 www.gimcheon.ac.kr 
 www.songwon.ac.kr 
 www.ikw.ac.kr 
 http://www.nsu.ac.kr 
 www.cdu.ac.kr 
 www.tukorea.ac.kr 
 www.jeju.ac.kr 
 www.cs.ac.kr 
 http://www.shinhan.ac.kr 
 http://www.shinhan.ac.kr 
 www.unist.ac.kr 
 www.hanbat.ac.kr 
  
 www.knou.ac.kr 
 www.wsu.ac.kr 
 www.howon.ac.kr 
 www.chungwoon.ac.kr 
 www.chungwoon.ac.kr 
 http://www.gw.ac.kr 
 www.gc.ac.kr 
 https://univ.namhae.ac.kr 
 www.gpc.ac.kr 
 www.cpu.ac.kr 
  
 www.cnsu.ac.kr 
 http://www.knuw.ac.kr 
 www.csj.ac.kr 
 www.kcn.ac.kr 
 www.koje.ac.kr 
 www.kit.ac.kr 
 www.kit.ac.kr 
 www.hosan.ac.kr 
 www.kyungmin.ac.kr 
 www.yflc.ac.kr 
 http://www.kbc.ac.kr 
 www.kbu.ac.kr 
 www.kbu.ac.kr 
 www.kiwu.ac.kr 
 http://home.sorabol.ac.kr 
 www.kmcu.ac.kr 
 www.kaywon.ac.kr 
 www.gy.ac.kr 
 www.ghu.ac.kr 
 www.gumi.ac.kr 
 www.kunjang.ac.kr 
 www.gangdong.ac.kr 
 www.kgrc.ac.kr 
 ccn.ac.kr 
 www.kijeon.ac.kr 
 www.gch.ac.kr 
 https://ukp.ac.kr 
 www.nonghyup.ac.kr 
 www.tk.ac.kr 
 www.tk.ac.kr 
 www.ttc.ac.kr 
 www.dhc.ac.kr 
 WWW.SC.AC.KR 
 www.tsu.ac.kr 
 www.daedong.ac.kr 
 www.daelim.ac.kr 
 www.daewon.ac.kr 
 www.du.ac.kr 
 www.hit.ac.kr 
 http://www.wsi.ac.kr 
 www.dst.ac.kr 
 https://www.motor.ac.kr 
 www.jeiu.ac.kr 
 www.jeiu.ac.kr 
 www.kbsc.ac.kr 
 www.dongnam.ac.kr 
 www.dkc.ac.kr 
 www.dima.ac.kr 
 www.duh.ac.kr 
 www.dongyang.ac.kr/ 
 www.tw.ac.kr 
 www.dit.ac.kr 
 www.bhu.ac.kr 
 doowon.ac.kr 
 doowon.ac.kr 
 www.masan.ac.kr 
 www.mjc.ac.kr 
 http://www.msu.ac.kr 
 www.mkc.ac.kr 
 www.baewha.ac.kr 
 www.paekche.ac.kr 
 www.bsks.ac.kr 
 www.bwc.ac.kr 
 bist.ac.kr 
 www.bc.ac.kr 
 http://www.shu.ac.kr 
 www.sy.ac.kr 
 www.seoyeong.ac.kr 
 www.seoyeong.ac.kr 
 www.snjc.ac.kr 
 http://www.seoularts.ac.kr 
 www.seoil.ac.kr 
 www.sw.ac.kr 
 www.sungsim.ac.kr 
 https://www.swwu.ac.kr/swwu.do 
  
 www.ssc.ac.kr 
 www.suncheon.ac.kr 
 http://ca.ac.kr 
 www.sewc.ac.kr 
 www.shingu.ac.kr 
 www.shinsung.ac.kr 
 http://www.shinhan.ac.kr 
 www.asc.ac.kr 
 www.sau.ac.kr 
 www.ansan.ac.kr 
 www.yeonsung.ac.kr 
 www.dist.ac.kr 
 www.yit.ac.kr 
 www.yc.ac.kr 
 www.yonam.ac.kr 
 www.ync.ac.kr 
 www.gyu.ac.kr 
 www.saekyung.ac.kr 
 www.yju.ac.kr 
 www.osan.ac.kr 
 https://www.ysc.ac.kr 
 www.uc.ac.kr 
 www.uc.ac.kr 
 www.pro.ac.kr 
 www.wu.ac.kr 
 www.yuhan.ac.kr 
 www.induk.ac.kr 
 www.inhatc.ac.kr 
 www.jangan.ac.kr 
 www.cntu.ac.kr 
 www.jvision.ac.kr 
 www.jbsc.ac.kr 
 www.jtu.ac.kr 
 www.cst.ac.kr 
 www.cnc.ac.kr 
 www.chsu.ac.kr 
 www.jhc.ac.kr 
 http://www.cmu.ac.kr 
 www.bscu.ac.kr 
 www.ck.ac.kr 
 www.ch.ac.kr 
 https://www.ddu.ac.kr 
 www.ok.ac.kr 
 www.kt.ac.kr 
 www.kookje.ac.kr 
 https://www.sunlin.ac.kr 
 www.pohang.ac.kr 
 www.chu.ac.kr 
 http://www.hsc.ac.kr 
 www.hywoman.ac.kr 
 www.hanyeong.ac.kr 
 www.hj.ac.kr 
 gtec.ac.kr 
 www.busanarts.ac.kr 
 www.dorip.ac.kr 
 www.songho.ac.kr 
 www.ktc.ac.kr 
 www.seojeong.ac.kr 
 www.songgok.ac.kr 
 www.wat.ac.kr 
 www.gimhae.ac.kr 
 www.klc.ac.kr 
 www.kaist.ac.kr 
 www.kaist.ac.kr 
 www.gist.ac.kr 
 www.dgist.ac.kr 
www.kentech.ac.kr
www.nuch.ac.kr
www.af.ac.kr
http://www.kg.ac.kr/
